1,2
6,17
7,9
8,46
12,21
13,21
14,21
15,26
16,13
20,39
21,38
22,29
23,29
24,38
25,13
29,7
30,13
31,46
32,7
37,28
38,28
39,9
40,17
41,9
45,9
47,49
