1,2
2,1847
3,1819
4,1804
5,1817
6,17
7,9
8,46
9,1821
10,1777
11,1829
12,21
13,21
14,21
15,26
16,13
17,1795
18,1802
19,1729
20,39
21,38
22,29
23,29
24,38
25,13
26,1732
27,1791
28,1816
29,7
30,13
31,46
32,7
33,1796
34,1844
35,1833
36,1784
37,28
38,28
39,9
40,17
41,9
42,1817
43,1805
44,1798
45,9
46,1789
47,49
48,1820
49,1821
50,1779
